,datetime,Kp,status
6691,2018-04-16 09:00:00+00:00,0.333,def
6692,2018-04-16 12:00:00+00:00,0.333,def
6693,2018-04-16 15:00:00+00:00,0.333,def
6694,2018-04-16 18:00:00+00:00,0,def
6695,2018-04-16 21:00:00+00:00,1,def
6696,2018-04-17 00:00:00+00:00,0.667,def
6697,2018-04-17 03:00:00+00:00,0.667,def
6698,2018-04-17 06:00:00+00:00,0.667,def
6699,2018-04-17 09:00:00+00:00,0,def
6700,2018-04-17 12:00:00+00:00,0.333,def
6701,2018-04-17 15:00:00+00:00,0.667,def
6702,2018-04-17 18:00:00+00:00,0.667,def
6703,2018-04-17 21:00:00+00:00,1,def
6704,2018-04-18 00:00:00+00:00,1.333,def
6705,2018-04-18 03:00:00+00:00,1.667,def
6706,2018-04-18 06:00:00+00:00,0.667,def
6707,2018-04-18 09:00:00+00:00,0.667,def
6708,2018-04-18 12:00:00+00:00,1.667,def
6709,2018-04-18 15:00:00+00:00,2,def
6710,2018-04-18 18:00:00+00:00,1.667,def
6711,2018-04-18 21:00:00+00:00,0.667,def
6712,2018-04-19 00:00:00+00:00,0,def
6713,2018-04-19 03:00:00+00:00,0,def
6714,2018-04-19 06:00:00+00:00,0,def
6715,2018-04-19 09:00:00+00:00,1,def
6716,2018-04-19 12:00:00+00:00,0.333,def
6717,2018-04-19 15:00:00+00:00,0,def
6718,2018-04-19 18:00:00+00:00,0.667,def
6719,2018-04-19 21:00:00+00:00,0.667,def
6720,2018-04-20 00:00:00+00:00,3.333,def
6721,2018-04-20 03:00:00+00:00,4,def
6722,2018-04-20 06:00:00+00:00,6,def
6723,2018-04-20 09:00:00+00:00,5.667,def
6724,2018-04-20 12:00:00+00:00,4.333,def
6725,2018-04-20 15:00:00+00:00,5,def
6726,2018-04-20 18:00:00+00:00,5.333,def
6727,2018-04-20 21:00:00+00:00,3.333,def
6728,2018-04-21 00:00:00+00:00,3,def
6729,2018-04-21 03:00:00+00:00,2.667,def
6730,2018-04-21 06:00:00+00:00,2.667,def
6731,2018-04-21 09:00:00+00:00,2,def
6732,2018-04-21 12:00:00+00:00,2.333,def
6733,2018-04-21 15:00:00+00:00,3.333,def
6734,2018-04-21 18:00:00+00:00,3,def
6735,2018-04-21 21:00:00+00:00,1.333,def
6736,2018-04-22 00:00:00+00:00,1.333,def
6737,2018-04-22 03:00:00+00:00,1.667,def
6738,2018-04-22 06:00:00+00:00,1,def
6739,2018-04-22 09:00:00+00:00,0.333,def
6740,2018-04-22 12:00:00+00:00,1.667,def
6741,2018-04-22 15:00:00+00:00,1,def
6742,2018-04-22 18:00:00+00:00,1,def
6743,2018-04-22 21:00:00+00:00,1.667,def
6744,2018-04-23 00:00:00+00:00,2.667,def
6745,2018-04-23 03:00:00+00:00,1.667,def
6746,2018-04-23 06:00:00+00:00,0.333,def
6747,2018-04-23 09:00:00+00:00,0,def
6748,2018-04-23 12:00:00+00:00,1,def
6749,2018-04-23 15:00:00+00:00,0.667,def
6750,2018-04-23 18:00:00+00:00,3,def
6751,2018-04-23 21:00:00+00:00,2,def
6752,2018-04-24 00:00:00+00:00,0.333,def
6753,2018-04-24 03:00:00+00:00,0,def
6754,2018-04-24 06:00:00+00:00,0.667,def
6755,2018-04-24 09:00:00+00:00,0.333,def
6756,2018-04-24 12:00:00+00:00,1.333,def
6757,2018-04-24 15:00:00+00:00,1.333,def
6758,2018-04-24 18:00:00+00:00,2,def
6759,2018-04-24 21:00:00+00:00,1.667,def
6760,2018-04-25 00:00:00+00:00,2,def
6761,2018-04-25 03:00:00+00:00,2,def
6762,2018-04-25 06:00:00+00:00,1,def
6763,2018-04-25 09:00:00+00:00,0.667,def
6764,2018-04-25 12:00:00+00:00,0.333,def
6765,2018-04-25 15:00:00+00:00,0,def
6766,2018-04-25 18:00:00+00:00,0,def
6767,2018-04-25 21:00:00+00:00,1.333,def
6768,2018-04-26 00:00:00+00:00,1.667,def
6769,2018-04-26 03:00:00+00:00,0.667,def
6770,2018-04-26 06:00:00+00:00,0.333,def
6771,2018-04-26 09:00:00+00:00,1,def
6772,2018-04-26 12:00:00+00:00,1,def
6773,2018-04-26 15:00:00+00:00,0.333,def
6774,2018-04-26 18:00:00+00:00,0.667,def
6775,2018-04-26 21:00:00+00:00,1.667,def
6776,2018-04-27 00:00:00+00:00,1.333,def
6777,2018-04-27 03:00:00+00:00,0,def
6778,2018-04-27 06:00:00+00:00,0,def
6779,2018-04-27 09:00:00+00:00,0.667,def
6780,2018-04-27 12:00:00+00:00,1.333,def
6781,2018-04-27 15:00:00+00:00,2.667,def
6782,2018-04-27 18:00:00+00:00,1.667,def
6783,2018-04-27 21:00:00+00:00,2,def
6784,2018-04-28 00:00:00+00:00,1.667,def
6785,2018-04-28 03:00:00+00:00,0.667,def
6786,2018-04-28 06:00:00+00:00,0.667,def
6787,2018-04-28 09:00:00+00:00,0.333,def
6788,2018-04-28 12:00:00+00:00,1.333,def
6789,2018-04-28 15:00:00+00:00,0.667,def
6790,2018-04-28 18:00:00+00:00,0.333,def
6791,2018-04-28 21:00:00+00:00,0,def
6792,2018-04-29 00:00:00+00:00,0.333,def
6793,2018-04-29 03:00:00+00:00,0,def
6794,2018-04-29 06:00:00+00:00,1,def
6795,2018-04-29 09:00:00+00:00,0.667,def
6796,2018-04-29 12:00:00+00:00,1.333,def
6797,2018-04-29 15:00:00+00:00,1.333,def
6798,2018-04-29 18:00:00+00:00,0.333,def
6799,2018-04-29 21:00:00+00:00,0.667,def
6800,2018-04-30 00:00:00+00:00,2.333,def
6801,2018-04-30 03:00:00+00:00,1.333,def
6802,2018-04-30 06:00:00+00:00,0.667,def
6803,2018-04-30 09:00:00+00:00,0.667,def
6804,2018-04-30 12:00:00+00:00,2,def
6805,2018-04-30 15:00:00+00:00,1.667,def
6806,2018-04-30 18:00:00+00:00,1.333,def
6807,2018-04-30 21:00:00+00:00,0,def
6808,2018-05-01 00:00:00+00:00,0,def
6809,2018-05-01 03:00:00+00:00,0.333,def
6810,2018-05-01 06:00:00+00:00,1,def
6811,2018-05-01 09:00:00+00:00,0.333,def
6812,2018-05-01 12:00:00+00:00,0.333,def
6813,2018-05-01 15:00:00+00:00,0.333,def
6814,2018-05-01 18:00:00+00:00,0.333,def
6815,2018-05-01 21:00:00+00:00,0.667,def
6816,2018-05-02 00:00:00+00:00,1,def
6817,2018-05-02 03:00:00+00:00,2,def
6818,2018-05-02 06:00:00+00:00,1.667,def
6819,2018-05-02 09:00:00+00:00,1,def
6820,2018-05-02 12:00:00+00:00,1,def
6821,2018-05-02 15:00:00+00:00,0.667,def
6822,2018-05-02 18:00:00+00:00,0.333,def
6823,2018-05-02 21:00:00+00:00,0,def
6824,2018-05-03 00:00:00+00:00,0.333,def
6825,2018-05-03 03:00:00+00:00,0.333,def
6826,2018-05-03 06:00:00+00:00,0.333,def
6827,2018-05-03 09:00:00+00:00,0.333,def
6828,2018-05-03 12:00:00+00:00,0.667,def
6829,2018-05-03 15:00:00+00:00,0.667,def
6830,2018-05-03 18:00:00+00:00,1,def
6831,2018-05-03 21:00:00+00:00,1.333,def
6832,2018-05-04 00:00:00+00:00,0.333,def
6833,2018-05-04 03:00:00+00:00,0.667,def
6834,2018-05-04 06:00:00+00:00,1.333,def
6835,2018-05-04 09:00:00+00:00,0.667,def
6836,2018-05-04 12:00:00+00:00,0.667,def
6837,2018-05-04 15:00:00+00:00,1,def
6838,2018-05-04 18:00:00+00:00,1.333,def
6839,2018-05-04 21:00:00+00:00,1,def
6840,2018-05-05 00:00:00+00:00,0.667,def
6841,2018-05-05 03:00:00+00:00,0.667,def
6842,2018-05-05 06:00:00+00:00,0.333,def
6843,2018-05-05 09:00:00+00:00,2.667,def
6844,2018-05-05 12:00:00+00:00,4,def
6845,2018-05-05 15:00:00+00:00,4.667,def
6846,2018-05-05 18:00:00+00:00,4.333,def
6847,2018-05-05 21:00:00+00:00,5.667,def
6848,2018-05-06 00:00:00+00:00,5.667,def
6849,2018-05-06 03:00:00+00:00,4,def
6850,2018-05-06 06:00:00+00:00,3.333,def
6851,2018-05-06 09:00:00+00:00,2.667,def
6852,2018-05-06 12:00:00+00:00,3,def
6853,2018-05-06 15:00:00+00:00,2.333,def
6854,2018-05-06 18:00:00+00:00,4.333,def
6855,2018-05-06 21:00:00+00:00,4.333,def
6856,2018-05-07 00:00:00+00:00,3.667,def
6857,2018-05-07 03:00:00+00:00,4,def
6858,2018-05-07 06:00:00+00:00,3,def
6859,2018-05-07 09:00:00+00:00,1.667,def
6860,2018-05-07 12:00:00+00:00,3,def
6861,2018-05-07 15:00:00+00:00,3.333,def
6862,2018-05-07 18:00:00+00:00,2.333,def
6863,2018-05-07 21:00:00+00:00,3.333,def
6864,2018-05-08 00:00:00+00:00,2.667,def
6865,2018-05-08 03:00:00+00:00,3,def
6866,2018-05-08 06:00:00+00:00,2.333,def
6867,2018-05-08 09:00:00+00:00,2.667,def
6868,2018-05-08 12:00:00+00:00,2.667,def
6869,2018-05-08 15:00:00+00:00,3.667,def
6870,2018-05-08 18:00:00+00:00,3.667,def
6871,2018-05-08 21:00:00+00:00,2,def
6872,2018-05-09 00:00:00+00:00,3.333,def
6873,2018-05-09 03:00:00+00:00,2.667,def
6874,2018-05-09 06:00:00+00:00,2.333,def
6875,2018-05-09 09:00:00+00:00,1.667,def
6876,2018-05-09 12:00:00+00:00,2.333,def
6877,2018-05-09 15:00:00+00:00,2.333,def
6878,2018-05-09 18:00:00+00:00,4,def
6879,2018-05-09 21:00:00+00:00,3.667,def
6880,2018-05-10 00:00:00+00:00,3.333,def
6881,2018-05-10 03:00:00+00:00,2.667,def
6882,2018-05-10 06:00:00+00:00,3,def
6883,2018-05-10 09:00:00+00:00,2,def
6884,2018-05-10 12:00:00+00:00,2,def
6885,2018-05-10 15:00:00+00:00,3,def
6886,2018-05-10 18:00:00+00:00,0.667,def
6887,2018-05-10 21:00:00+00:00,2.667,def
6888,2018-05-11 00:00:00+00:00,2,def
6889,2018-05-11 03:00:00+00:00,3.333,def
6890,2018-05-11 06:00:00+00:00,3.667,def
6891,2018-05-11 09:00:00+00:00,1.667,def
6892,2018-05-11 12:00:00+00:00,3,def
6893,2018-05-11 15:00:00+00:00,2,def
6894,2018-05-11 18:00:00+00:00,3.667,def
6895,2018-05-11 21:00:00+00:00,3.333,def
6896,2018-05-12 00:00:00+00:00,2.667,def
6897,2018-05-12 03:00:00+00:00,3.667,def
6898,2018-05-12 06:00:00+00:00,1,def
6899,2018-05-12 09:00:00+00:00,1.333,def
6900,2018-05-12 12:00:00+00:00,1,def
6901,2018-05-12 15:00:00+00:00,0.667,def
6902,2018-05-12 18:00:00+00:00,1.667,def
6903,2018-05-12 21:00:00+00:00,2,def
6904,2018-05-13 00:00:00+00:00,0.667,def
6905,2018-05-13 03:00:00+00:00,1.667,def
6906,2018-05-13 06:00:00+00:00,2.333,def
6907,2018-05-13 09:00:00+00:00,2,def
6908,2018-05-13 12:00:00+00:00,2,def
6909,2018-05-13 15:00:00+00:00,2,def
6910,2018-05-13 18:00:00+00:00,2.333,def
6911,2018-05-13 21:00:00+00:00,2.333,def
6912,2018-05-14 00:00:00+00:00,1,def
6913,2018-05-14 03:00:00+00:00,1,def
6914,2018-05-14 06:00:00+00:00,1,def
6915,2018-05-14 09:00:00+00:00,0.667,def
6916,2018-05-14 12:00:00+00:00,0.667,def
6917,2018-05-14 15:00:00+00:00,0.667,def
6918,2018-05-14 18:00:00+00:00,0.667,def
6919,2018-05-14 21:00:00+00:00,2,def
6920,2018-05-15 00:00:00+00:00,0,def
6921,2018-05-15 03:00:00+00:00,0.333,def
6922,2018-05-15 06:00:00+00:00,0.667,def
6923,2018-05-15 09:00:00+00:00,0.333,def
6924,2018-05-15 12:00:00+00:00,0.667,def
6925,2018-05-15 15:00:00+00:00,1.333,def
6926,2018-05-15 18:00:00+00:00,0.667,def
6927,2018-05-15 21:00:00+00:00,1,def
6928,2018-05-16 00:00:00+00:00,0,def
6929,2018-05-16 03:00:00+00:00,0,def
6930,2018-05-16 06:00:00+00:00,0.333,def
6931,2018-05-16 09:00:00+00:00,0.333,def
6932,2018-05-16 12:00:00+00:00,1.333,def
6933,2018-05-16 15:00:00+00:00,0.667,def
6934,2018-05-16 18:00:00+00:00,1.333,def
6935,2018-05-16 21:00:00+00:00,1.333,def
6936,2018-05-17 00:00:00+00:00,2.667,def
6937,2018-05-17 03:00:00+00:00,1.667,def
6938,2018-05-17 06:00:00+00:00,1.667,def
6939,2018-05-17 09:00:00+00:00,2.667,def
6940,2018-05-17 12:00:00+00:00,3,def
6941,2018-05-17 15:00:00+00:00,2.333,def
6942,2018-05-17 18:00:00+00:00,2.333,def
6943,2018-05-17 21:00:00+00:00,2,def
6944,2018-05-18 00:00:00+00:00,1.667,def
6945,2018-05-18 03:00:00+00:00,1,def
6946,2018-05-18 06:00:00+00:00,0.333,def
6947,2018-05-18 09:00:00+00:00,1,def
6948,2018-05-18 12:00:00+00:00,1.333,def
6949,2018-05-18 15:00:00+00:00,1,def
6950,2018-05-18 18:00:00+00:00,1,def
6951,2018-05-18 21:00:00+00:00,1,def
6952,2018-05-19 00:00:00+00:00,0,def
6953,2018-05-19 03:00:00+00:00,0,def
6954,2018-05-19 06:00:00+00:00,0,def
6955,2018-05-19 09:00:00+00:00,0.333,def
6956,2018-05-19 12:00:00+00:00,0.667,def
6957,2018-05-19 15:00:00+00:00,1,def
6958,2018-05-19 18:00:00+00:00,1,def
6959,2018-05-19 21:00:00+00:00,0.333,def
6960,2018-05-20 00:00:00+00:00,0.333,def
6961,2018-05-20 03:00:00+00:00,1,def
6962,2018-05-20 06:00:00+00:00,1,def
6963,2018-05-20 09:00:00+00:00,0.333,def
6964,2018-05-20 12:00:00+00:00,0.667,def
6965,2018-05-20 15:00:00+00:00,0.333,def
6966,2018-05-20 18:00:00+00:00,0,def
6967,2018-05-20 21:00:00+00:00,0.333,def
6968,2018-05-21 00:00:00+00:00,0,def
6969,2018-05-21 03:00:00+00:00,0.667,def
6970,2018-05-21 06:00:00+00:00,0.333,def
6971,2018-05-21 09:00:00+00:00,0.667,def
6972,2018-05-21 12:00:00+00:00,0,def
6973,2018-05-21 15:00:00+00:00,0.333,def
6974,2018-05-21 18:00:00+00:00,0,def
6975,2018-05-21 21:00:00+00:00,1,def
6976,2018-05-22 00:00:00+00:00,0,def
6977,2018-05-22 03:00:00+00:00,0.333,def
6978,2018-05-22 06:00:00+00:00,2,def
6979,2018-05-22 09:00:00+00:00,0.667,def
6980,2018-05-22 12:00:00+00:00,1.333,def
6981,2018-05-22 15:00:00+00:00,1.333,def
6982,2018-05-22 18:00:00+00:00,2,def
6983,2018-05-22 21:00:00+00:00,1.667,def
6984,2018-05-23 00:00:00+00:00,1.333,def
6985,2018-05-23 03:00:00+00:00,2,def
6986,2018-05-23 06:00:00+00:00,3.333,def
6987,2018-05-23 09:00:00+00:00,2.667,def
6988,2018-05-23 12:00:00+00:00,2.333,def
6989,2018-05-23 15:00:00+00:00,1.333,def
6990,2018-05-23 18:00:00+00:00,0.667,def
6991,2018-05-23 21:00:00+00:00,1.333,def
6992,2018-05-24 00:00:00+00:00,1,def
6993,2018-05-24 03:00:00+00:00,1.333,def
6994,2018-05-24 06:00:00+00:00,0.333,def
6995,2018-05-24 09:00:00+00:00,0.333,def
6996,2018-05-24 12:00:00+00:00,0.667,def
6997,2018-05-24 15:00:00+00:00,0.667,def
6998,2018-05-24 18:00:00+00:00,0.333,def
6999,2018-05-24 21:00:00+00:00,0.667,def
7000,2018-05-25 00:00:00+00:00,1.333,def
7001,2018-05-25 03:00:00+00:00,0.333,def
7002,2018-05-25 06:00:00+00:00,0.333,def
7003,2018-05-25 09:00:00+00:00,0.333,def
7004,2018-05-25 12:00:00+00:00,1.333,def
7005,2018-05-25 15:00:00+00:00,0.333,def
7006,2018-05-25 18:00:00+00:00,0.333,def
7007,2018-05-25 21:00:00+00:00,0.333,def
7008,2018-05-26 00:00:00+00:00,0,def
7009,2018-05-26 03:00:00+00:00,0.667,def
7010,2018-05-26 06:00:00+00:00,0.333,def
7011,2018-05-26 09:00:00+00:00,0.333,def
7012,2018-05-26 12:00:00+00:00,0.667,def
7013,2018-05-26 15:00:00+00:00,0.333,def
7014,2018-05-26 18:00:00+00:00,1,def
7015,2018-05-26 21:00:00+00:00,1.333,def
7016,2018-05-27 00:00:00+00:00,1,def
7017,2018-05-27 03:00:00+00:00,1.333,def
7018,2018-05-27 06:00:00+00:00,0.333,def
7019,2018-05-27 09:00:00+00:00,1.333,def
7020,2018-05-27 12:00:00+00:00,0.667,def
7021,2018-05-27 15:00:00+00:00,0.333,def
7022,2018-05-27 18:00:00+00:00,0.667,def
7023,2018-05-27 21:00:00+00:00,0.667,def
7024,2018-05-28 00:00:00+00:00,0.333,def
7025,2018-05-28 03:00:00+00:00,1,def
7026,2018-05-28 06:00:00+00:00,1,def
7027,2018-05-28 09:00:00+00:00,1,def
7028,2018-05-28 12:00:00+00:00,1.667,def
7029,2018-05-28 15:00:00+00:00,1.333,def
7030,2018-05-28 18:00:00+00:00,0.667,def
7031,2018-05-28 21:00:00+00:00,0.333,def
7032,2018-05-29 00:00:00+00:00,0.667,def
7033,2018-05-29 03:00:00+00:00,1.667,def
7034,2018-05-29 06:00:00+00:00,0.667,def
7035,2018-05-29 09:00:00+00:00,0.667,def
7036,2018-05-29 12:00:00+00:00,1,def
7037,2018-05-29 15:00:00+00:00,0.667,def
7038,2018-05-29 18:00:00+00:00,0.667,def
7039,2018-05-29 21:00:00+00:00,0.333,def
7040,2018-05-30 00:00:00+00:00,0.333,def
7041,2018-05-30 03:00:00+00:00,0.333,def
7042,2018-05-30 06:00:00+00:00,0.667,def
7043,2018-05-30 09:00:00+00:00,0.333,def
7044,2018-05-30 12:00:00+00:00,0.667,def
7045,2018-05-30 15:00:00+00:00,1,def
7046,2018-05-30 18:00:00+00:00,1.667,def
7047,2018-05-30 21:00:00+00:00,1.667,def
7048,2018-05-31 00:00:00+00:00,1.333,def
7049,2018-05-31 03:00:00+00:00,1.333,def
7050,2018-05-31 06:00:00+00:00,0.667,def
7051,2018-05-31 09:00:00+00:00,1.333,def
7052,2018-05-31 12:00:00+00:00,1.667,def
7053,2018-05-31 15:00:00+00:00,3.667,def
7054,2018-05-31 18:00:00+00:00,4.333,def
7055,2018-05-31 21:00:00+00:00,3,def
7056,2018-06-01 00:00:00+00:00,3,def
7057,2018-06-01 03:00:00+00:00,3.667,def
7058,2018-06-01 06:00:00+00:00,4.667,def
7059,2018-06-01 09:00:00+00:00,4.333,def
7060,2018-06-01 12:00:00+00:00,4.667,def
7061,2018-06-01 15:00:00+00:00,3.667,def
7062,2018-06-01 18:00:00+00:00,2.333,def
7063,2018-06-01 21:00:00+00:00,2.333,def
7064,2018-06-02 00:00:00+00:00,2.667,def
7065,2018-06-02 03:00:00+00:00,4,def
7066,2018-06-02 06:00:00+00:00,2.667,def
7067,2018-06-02 09:00:00+00:00,2,def
7068,2018-06-02 12:00:00+00:00,2.667,def
7069,2018-06-02 15:00:00+00:00,2.333,def
7070,2018-06-02 18:00:00+00:00,4,def
7071,2018-06-02 21:00:00+00:00,3.667,def
7072,2018-06-03 00:00:00+00:00,2.667,def
7073,2018-06-03 03:00:00+00:00,1.667,def
7074,2018-06-03 06:00:00+00:00,1,def
7075,2018-06-03 09:00:00+00:00,1.667,def
7076,2018-06-03 12:00:00+00:00,2.667,def
7077,2018-06-03 15:00:00+00:00,2.667,def
7078,2018-06-03 18:00:00+00:00,2,def
7079,2018-06-03 21:00:00+00:00,1.667,def
7080,2018-06-04 00:00:00+00:00,1,def
7081,2018-06-04 03:00:00+00:00,1.333,def
7082,2018-06-04 06:00:00+00:00,1.333,def
7083,2018-06-04 09:00:00+00:00,1.333,def
7084,2018-06-04 12:00:00+00:00,0.667,def
7085,2018-06-04 15:00:00+00:00,1,def
7086,2018-06-04 18:00:00+00:00,1.333,def
7087,2018-06-04 21:00:00+00:00,0.667,def
7088,2018-06-05 00:00:00+00:00,1.667,def
7089,2018-06-05 03:00:00+00:00,1.333,def
7090,2018-06-05 06:00:00+00:00,1,def
7091,2018-06-05 09:00:00+00:00,1,def
7092,2018-06-05 12:00:00+00:00,1.667,def
7093,2018-06-05 15:00:00+00:00,1.667,def
7094,2018-06-05 18:00:00+00:00,1.667,def
7095,2018-06-05 21:00:00+00:00,0.667,def
7096,2018-06-06 00:00:00+00:00,0.667,def
7097,2018-06-06 03:00:00+00:00,0.667,def
7098,2018-06-06 06:00:00+00:00,0.333,def
7099,2018-06-06 09:00:00+00:00,0.333,def
7100,2018-06-06 12:00:00+00:00,1.333,def
7101,2018-06-06 15:00:00+00:00,2.333,def
7102,2018-06-06 18:00:00+00:00,3.667,def
7103,2018-06-06 21:00:00+00:00,1.667,def
7104,2018-06-07 00:00:00+00:00,2.667,def
7105,2018-06-07 03:00:00+00:00,1.667,def
7106,2018-06-07 06:00:00+00:00,1,def
7107,2018-06-07 09:00:00+00:00,1,def
7108,2018-06-07 12:00:00+00:00,0.333,def
7109,2018-06-07 15:00:00+00:00,0.667,def
7110,2018-06-07 18:00:00+00:00,1,def
7111,2018-06-07 21:00:00+00:00,1.333,def
7112,2018-06-08 00:00:00+00:00,0.667,def
7113,2018-06-08 03:00:00+00:00,2,def
7114,2018-06-08 06:00:00+00:00,0.667,def
7115,2018-06-08 09:00:00+00:00,1.667,def
7116,2018-06-08 12:00:00+00:00,1.333,def
7117,2018-06-08 15:00:00+00:00,0.333,def
7118,2018-06-08 18:00:00+00:00,0.333,def
7119,2018-06-08 21:00:00+00:00,0.333,def
7120,2018-06-09 00:00:00+00:00,1,def
7121,2018-06-09 03:00:00+00:00,0.667,def
7122,2018-06-09 06:00:00+00:00,1,def
7123,2018-06-09 09:00:00+00:00,1,def
7124,2018-06-09 12:00:00+00:00,0.333,def
7125,2018-06-09 15:00:00+00:00,0.667,def
7126,2018-06-09 18:00:00+00:00,1.333,def
7127,2018-06-09 21:00:00+00:00,0,def
7128,2018-06-10 00:00:00+00:00,0.667,def
7129,2018-06-10 03:00:00+00:00,1,def
7130,2018-06-10 06:00:00+00:00,0,def
7131,2018-06-10 09:00:00+00:00,0,def
7132,2018-06-10 12:00:00+00:00,0.333,def
7133,2018-06-10 15:00:00+00:00,1,def
7134,2018-06-10 18:00:00+00:00,0.667,def
7135,2018-06-10 21:00:00+00:00,0,def
7136,2018-06-11 00:00:00+00:00,1,def
7137,2018-06-11 03:00:00+00:00,0.333,def
7138,2018-06-11 06:00:00+00:00,0.333,def
7139,2018-06-11 09:00:00+00:00,0.333,def
7140,2018-06-11 12:00:00+00:00,1,def
7141,2018-06-11 15:00:00+00:00,1.333,def
7142,2018-06-11 18:00:00+00:00,0.333,def
7143,2018-06-11 21:00:00+00:00,1,def
7144,2018-06-12 00:00:00+00:00,1.667,def
7145,2018-06-12 03:00:00+00:00,1.667,def
7146,2018-06-12 06:00:00+00:00,0.333,def
7147,2018-06-12 09:00:00+00:00,0.333,def
7148,2018-06-12 12:00:00+00:00,0.667,def
7149,2018-06-12 15:00:00+00:00,0.333,def
7150,2018-06-12 18:00:00+00:00,0.333,def
7151,2018-06-12 21:00:00+00:00,0.667,def
7152,2018-06-13 00:00:00+00:00,0.333,def
7153,2018-06-13 03:00:00+00:00,0.667,def
7154,2018-06-13 06:00:00+00:00,1,def
7155,2018-06-13 09:00:00+00:00,0.333,def
7156,2018-06-13 12:00:00+00:00,0.333,def
7157,2018-06-13 15:00:00+00:00,0.333,def
7158,2018-06-13 18:00:00+00:00,2,def
7159,2018-06-13 21:00:00+00:00,2,def
7160,2018-06-14 00:00:00+00:00,1.333,def
7161,2018-06-14 03:00:00+00:00,1,def
7162,2018-06-14 06:00:00+00:00,1.333,def
7163,2018-06-14 09:00:00+00:00,1,def
7164,2018-06-14 12:00:00+00:00,1.333,def
7165,2018-06-14 15:00:00+00:00,1,def
7166,2018-06-14 18:00:00+00:00,1,def
7167,2018-06-14 21:00:00+00:00,1,def
7168,2018-06-15 00:00:00+00:00,0.667,def
7169,2018-06-15 03:00:00+00:00,0.667,def
7170,2018-06-15 06:00:00+00:00,0.333,def
7171,2018-06-15 09:00:00+00:00,1,def
7172,2018-06-15 12:00:00+00:00,0.667,def
7173,2018-06-15 15:00:00+00:00,1,def
7174,2018-06-15 18:00:00+00:00,0.333,def
7175,2018-06-15 21:00:00+00:00,0,def
7176,2018-06-16 00:00:00+00:00,0,def
7177,2018-06-16 03:00:00+00:00,0.667,def
7178,2018-06-16 06:00:00+00:00,0.333,def
7179,2018-06-16 09:00:00+00:00,0,def
7180,2018-06-16 12:00:00+00:00,0.333,def
7181,2018-06-16 15:00:00+00:00,0.333,def
7182,2018-06-16 18:00:00+00:00,0.333,def
7183,2018-06-16 21:00:00+00:00,0.667,def
7184,2018-06-17 00:00:00+00:00,0.667,def
7185,2018-06-17 03:00:00+00:00,0.667,def
7186,2018-06-17 06:00:00+00:00,1,def
7187,2018-06-17 09:00:00+00:00,0.333,def
7188,2018-06-17 12:00:00+00:00,0.333,def
7189,2018-06-17 15:00:00+00:00,1,def
7190,2018-06-17 18:00:00+00:00,1.667,def
7191,2018-06-17 21:00:00+00:00,1.667,def
7192,2018-06-18 00:00:00+00:00,4,def
7193,2018-06-18 03:00:00+00:00,3.333,def
7194,2018-06-18 06:00:00+00:00,3.667,def
7195,2018-06-18 09:00:00+00:00,3.333,def
7196,2018-06-18 12:00:00+00:00,3,def
7197,2018-06-18 15:00:00+00:00,2.333,def
7198,2018-06-18 18:00:00+00:00,2.333,def
7199,2018-06-18 21:00:00+00:00,2,def
7200,2018-06-19 00:00:00+00:00,1.333,def
7201,2018-06-19 03:00:00+00:00,1.667,def
7202,2018-06-19 06:00:00+00:00,2.333,def
7203,2018-06-19 09:00:00+00:00,1.667,def
7204,2018-06-19 12:00:00+00:00,1,def
7205,2018-06-19 15:00:00+00:00,0.667,def
7206,2018-06-19 18:00:00+00:00,1,def
7207,2018-06-19 21:00:00+00:00,1,def
7208,2018-06-20 00:00:00+00:00,0.333,def
7209,2018-06-20 03:00:00+00:00,1.667,def
7210,2018-06-20 06:00:00+00:00,2.333,def
7211,2018-06-20 09:00:00+00:00,1.667,def
7212,2018-06-20 12:00:00+00:00,1,def
7213,2018-06-20 15:00:00+00:00,1,def
7214,2018-06-20 18:00:00+00:00,0.667,def
7215,2018-06-20 21:00:00+00:00,1,def
7216,2018-06-21 00:00:00+00:00,0.667,def
7217,2018-06-21 03:00:00+00:00,0.667,def
7218,2018-06-21 06:00:00+00:00,0.667,def
7219,2018-06-21 09:00:00+00:00,1,def
7220,2018-06-21 12:00:00+00:00,0.333,def
7221,2018-06-21 15:00:00+00:00,0.667,def
7222,2018-06-21 18:00:00+00:00,0.333,def
7223,2018-06-21 21:00:00+00:00,0.333,def
7224,2018-06-22 00:00:00+00:00,0.333,def
7225,2018-06-22 03:00:00+00:00,1,def
7226,2018-06-22 06:00:00+00:00,1,def
7227,2018-06-22 09:00:00+00:00,0.333,def
7228,2018-06-22 12:00:00+00:00,0.333,def
7229,2018-06-22 15:00:00+00:00,1,def
7230,2018-06-22 18:00:00+00:00,1.333,def
7231,2018-06-22 21:00:00+00:00,0.667,def
7232,2018-06-23 00:00:00+00:00,2.333,def
7233,2018-06-23 03:00:00+00:00,3.333,def
7234,2018-06-23 06:00:00+00:00,1.667,def
7235,2018-06-23 09:00:00+00:00,4,def
7236,2018-06-23 12:00:00+00:00,4,def
7237,2018-06-23 15:00:00+00:00,3,def
7238,2018-06-23 18:00:00+00:00,3.333,def
7239,2018-06-23 21:00:00+00:00,3.667,def
7240,2018-06-24 00:00:00+00:00,2.667,def
7241,2018-06-24 03:00:00+00:00,1.667,def
